label,message
0,meet where
0,i tot sohjie eman shaohao me 1 group
0,what the.. so is group or indi?
0,hey odac diff grp ar?
0,now me ronald loo and shaohao one team
0,hahas! shiok
0,lols jkjk i dun wan
0,rock climbing is optional?
0,i same grp as u rite
0,hmmm i going team de
0,guess so...
0,lols no thks!
0,imma in a grp with ronald loo shaohao
0,u and sj individual. but imma in grp so i shld be going. are you
0,ps i mean i dun wan individual. sry! grp de i wan!
0,'u and sj pro wad! jyjy :
0,yea tink so too. but at least u will enjoy. got 3 more sessions to train :d
0,imma not sure. shall ask lewis. ans the vid u showed me is wat age grp de
0,hey rock climbing nid pay?
0,hey nid $ <#> le... tts why optional
0,i see. ok thks
0,yea shld b quite fun ba
0,i haven rly noticed lols. but they rly look pro le! like flying up liddat
0,nah not true. hahas guess i go there to see pro ba
0,naice. i shall name the mantis mamba. is he eating
0,"mamba is fast. deadly. accurate. before u know wat has hit you, yourdown. tts pretty mch it"
0,did u get the ip sheet today
0,integrated program. looks like ee are supposed to receive some letter
0,level head sent email to my dad say today we supposed to receivele... guess u also no have
0,thks
0,hahas! is it very aggressive?
0,i at my ahma hse le. not going anywhere
0,where u? wat time going back
0,oh okayy
0,oh ps reply ur previous msg! lols thks i might cut later. two imma inhostel now
0,lols my art also not v good. tis den imma quite busy le. or at leastthis week. when u wan it by
0,"hmm mayb nxt week u remind me? ti ,week quite busy ps"
0,typo! waa someone excited bout 2moro eh
0,lols why so random yh? i guess tis week will be busy doing tip. psnxt week den go one ya :/
0,why its gonna die? can\
0,hmm i try then but not sure if free. u can try catching during breaks lmao
0,when break
0,oh kk
0,okay!
0,not really. mayb can include in intro
0,waa xiong i dun tink i can run man
0,wts??
0,jus sent ya
0,it totally died?
0,haiz... mayb got to catch not so young de ba
0,yea sent him alr. i jus got jonathan\
0,ya redoing lo. u can choose frm faith healing and tool of communication/power
0,lols i got palm size stringray! dam big
0,lame! join us la. u will slp de
0,it\
0,nop. neck ache
0,where u all
0,can help buy food back?
0,hey rem to send by tonight!
0,hey rem to send by tonight!
0,alex u supposed to do 3 &4 not 2&3!!
0,thks
0,mr lee i do not take bio
0,help me
0,i getting raped
0,girls toilet
0,this girl dank stronghold hellppp
0,helpp
0,getting raped by best camperr
0,the camp commander wan steal my class supplies
0,wait wait the barbell stuck in my abs
0,which girl i like
0,i want to run like the wind
0,art
0,eating in sch?
0,wa.... pangseh
0,okok set wait for me till 6
0,go back hostel 1st
0,where u now
0,where u
0,now i going wc market to eat
0,jus transfer dryer?
0,lol kk
0,wat??
0,meet where
0,walking to wcplaza
0,meet where?
0,shitz they rush back then never buy
0,yep! can help to find articles for our handouts? thks!
0,have u sent me??
0,resend me. i didn\
0,okay let\
0,hey meet at bench after roll call
0,hey can meet for tip after roll call at <decimal>
0,yea but they nvr reply..
0,nvm la den do without him lo...
0,the bench downstairs
0,will be quite late. daddy fetching?
0,i bout <decimal> end. still nid go back sch den need carry a lot tings.
0,"mr lim, truman here. is it possible for our grp to meet you at <#> - <decimal> break for tip"
0,yep called already
0,i tink can. we so zai
0,but got <#> teams can win le. our group win how many tickets denthe rest date cost la
0,who? btw nid do wad
0,jus sacrifice many. <#> kg dollars worth of ticket
0,can one. girls confirm slower
0,hmmm. can la jus give ur best for the tickets
0,how? for wat de
0,lol nvr le. is wat kinda competition
0,set! i prefer javelin though
0,<#>
0,hey can u extract the points for ur part and put it in the way u wanfor handouts? send me by tonight
0,hey can u extract the points for ur part and put it in the way u wanfor handouts? send me by tonight
0,okok
0,hey can u extract the points for ur part and put it in the way u wanfor handouts? send me by tonight
0,yup but not sure if going my ahma hse first
0,okay. tell u tonight
0,thks
0,hey can fetch u! but early le. like <#> pm lik tt. ok?
0,cus they need go visit my ah ma den my dad flying at night
0,we go out eat?
0,'he fetching ya :
0,i tink all in all at most 2 pages
0,<email>
0,any hmwk/ quiz for honor?
0,waa shitz. k thks
0,bout <decimal>
0,can u send me already?
0,on the way alr
0,graded task on whole of chapter1?
0,ok thks
0,yep i saw it
0,sent le
0,yea. how bout weds? when u free
0,i 1 to 4 free. how?
0,hmm let\
0,yep yep
0,hey i just sent mr lim our handout and ppt alr. it\
0,hey i just sent mr lim our handout and ppt alr. it\
0,hey i just sent mr lim our handout and ppt alr. it\
0,it screwed up. there\
0,nop. it\
0,yea. daddy left?
0,never sleeping early. sleep is for the weak!
0,lol whatever! see u on friday
0,hey rest well!
0,1/6. lols we jus took module
0,yep. i not bringing my laptop... we haven decide on the video yet le
0,yup! much better
0,nice
0,yea?
0,rip
0,sohji eating in sch?
0,so eat out? ^^
0,den?!?
0,cheebye
0,kk go where
0,yep. but i leaving at <decimal>
0,ya lo. meet for lunch ar
0,kk cya
0,hey we going out eat le
0,lim tee taj
0,yea may be slightly late though ps
0,yea cya
0,me too
0,ok
0,looks like u successfully infected me
0,ok
0,we reaching soon actually
0,wtf u all bo jio!
0,how they go our rm lol
0,oh ya wt hair short rite. take vid!
0,yaya u rly seh alr. u take vid of yh le!
0,oh neo. he saw the msg?
0,honors any hmwk?
0,kk thks
0,so tomorrow u wat time going?
0,so tomorrow u wat time going?
0,wat time
0,idk lols cus can\
0,lols i can go also la. can\
0,take wat bus? there
0,yishun safra mine start 5pm
0,idk. indi morning till 2 plus
0,ok set. but mayb his even earlier
0,i going earlier. scared later miss soh sis climb
0,u mean yest? lols soh sis and i bullied loo
0,nop. yest was cip dicussion niaz.. not fun de
0,lols nicole hse?
0,nop not going. nvr sign up also
0,wth den <#> th not going out?
0,hmm i going nickhole hse if u go
0,mon i wanna go sentosa play volleyball sia
0,mon volleyball at sentosa?
0,as in jio ppl go la
0,dunno jus asked u nia. 2moro staying over
0,like sj they all la. waa a few days ago still ok. why suddenly breakup
0,u ask her last time la. if she rly want den break lo. since everytimealso she last min dun wan. now she can\
0,dun u feel like u hav no say in the relationship? u shld remind herthe previous time she wanted to break up. if this time so easytogether agn then nxt time sure same prob agn...
0,waa lame she proposed break up one le. whyshe wan break in first place
0,but rem last time was the final warning alr? obviously she dun take it srsly
0,rly? yest he still sent cherie hm le.
0,waa how come all rs so cui... u gonna hav cool down period?
0,i not i\
0,lol general cheng? when u telling her
0,she didn\
0,the longer u drag the more time u waste.
0,relationship isn\
0,<#>
0,thks alot! will try my best
0,go sleep! cya 2moro
0,eh where u?
0,eh where u?
0,not yet le... i dun wan cake! very hungry le
0,nth yet. rush here watch sj
0,u not rock climbing ar?
0,lols i tot odac got go wad. joke!
0,eating
0,indi finished. sj first
0,hospital. we leaving soon
0,yup. where u?
0,haha we last for all event
0,i was tinking vid enough alr since other grp also nth mch
0,going back to hostel with joel
0,he is fine i guess. okay now
0,weds? i haven wash yet. ps
0,oh but i washing tonight. u need urgently?
0,nvm la we using washing machine tonight
0,thks!
0,yea and put a present there
0,look carefully
0,going javelin?
0,ok see you
0,i tot we got bukit timah?
0,waaa emo! no railway?
0,yea quite busy...
0,jog there?
0,ya. why
0,yep probably i going slp now
0,friday should be till 9pm?
0,eating out?
0,ok!
0,yeah i angry you. you pms me lo.
0,:p my phone bo $$:(
0,dao me:( fine..
0,'in my email i believe. hotmail de
0,yo i don\
0,hi dad can meet me at <decimal> instead? cos i got class till 6.
0,i\
0,jens is a good <#> m runner. i got <#> min for napfa lols. sorrybut u put me in handball i sure join haha
0,yay!
0,ok come my class get?
0,"truman , pse tell joe tks uncle tonyjo, will see u at <decimal> today ..do remember to take phone cardfrom me..dad"
0,nice. need gimme $ <decimal> more for rock climbing
0,u took my back gate card?
0,gyming?
0,lols 2moro check la. btw quiz 2moro?
0,thks :d
0,room los
0,omg quiz on wad siaz. i not v sure too
0,hey supposed to do which examples in the worksheet?
0,nice!
0,i have no idea le. i will call u at night
0,ok!
0,hey i going sohjie hse tonight. it\
0,hey i going sohjie hse tonight. it\
0,"general cheng, i am unable to train you today. i hope you have the initiative totake initiative to carry out the training. just as tuesday night, takeyour rifle wherever you go, remember to do biceps curls and lateralraises. report to me when you are done.president truman"
0,i today end v late. going my fren hse. 2moro morning den go home
0,no fren to pei?
0,pei daddy mummy
0,diu le loumou
0,nxt nxt mon u free?
0,national day celebration. why swollen lol?
0,lols i also buy alr. today can go collect. but only wearing during sports
0,can\
0,nxt stop simei. u going out ar
0,"hey check ur email, i jus sent the distribution of slides. thks!"
0,"hey check ur email, i jus sent the distribution of slides. thks!"
0,"hey check ur email, i jus sent the distribution of slides. thks!"
0,lol no need la
0,hey do u still have cue cards
0,ok...
0,"kernel soh, when will u be at hostel?"
0,u failed the test. now truly demoted to kernel
0,okay. we got mission. shall call it missiontake-correction-tape-and-cancel-name-on-smo-list for confidentialpurpose. will brief u later
0,good. general cheng already fell in in his bed already
0,sent
0,when is ge
0,thks!
0,okay
0,sailor moon!
0,sailor moon!
0,cosplay fail
0,goodbye cruel world
0,okay wat time
0,weds got nothing meh
0,wow how come?
0,nice!
0,hey we go out eat. rush west coast market aft training
0,change to clementi!
0,psps going wcm
0,not sure wat time end but shldnt be too late
0,he put on ur table le
0,kk
0,when class end
0,yea np
0,ok!
0,he
0,bring mike for break
0,mic
0,ps jus realised diff break...
0,ms lee aggro
0,yea... $ <#>
0,jk la she excused u. hahaha!
0,yup
0,have. aft tt go gym lo
0,not sure. tell u soon...
0,hey nxt mon when celebration end
0,hey nxt mon when celebration end
0,i coming sch only in morning lo
0,national day need stay home amen. buy stuff back can le
0,oh nvm thks
0,good canine. there will be a test for u nxt week
0,"well, our army are well trained! u can always find general cheng todo all the dangerous stuff!"
0,lol! wat hmwk do u have? not a lot wad
0,wow can bring to arp to do i guess. dun worry man jus have fun these few days
0,oh snake i would like to see!
0,waaa rebellious! looks like u gonna undergo more tests when u come back!
0,'(y
0,how come?
0,u wan gym 2moro instead? mon do other stuffs
0,no need ba... hmmm mon do relax stuff le
0,how come start of semester ptm?
0,den ur parents got aggro? eh mon can do wad
0,can go meh? underage siaz
0,dulan. got anywhere to pay foosball?
0,table soccer le. lols u tink wad sia
0,no la only celebration
0,good idea! den foosball. eat sakura?
0,foosball is table soccer! nah seoul garden sux
0,idk le. monday wan chill
0,meet 9 2moro at simei?
0,can la morning fresher
0,gym le then study??
0,i anything. can go home or ur hse
0,soon. where u
0,1 min
0,so wat time u going back
0,ok i wait for u. call me when done
0,hey tamp mrt at 1pm
0,nope. now going tamp
0,lols aljunied. u too early
0,now at downtown on my way home now
0,eh wat u doing
0,evening u wan do wad
0,i tio food poisoning siaz. dun watch movie le. how bout pool?
0,anything. wat time
0,5 lo. go where pool
0,safra lo. swim where
0,lame den u still ask. waa like tt wat time end
0,haha! bet she ge a badass now. how was tioman?
0,hahas why so emo siaz. 2day shld go home celebate wad
0,oh ok ps busy
0,jus now lols. wat time u eating breakfast 2moro? can help me openturnstile at 7?
0,haha its ok if u can\
0,lols i will rem
0,shiok got apple pie to eat
0,nub! kick it la
0,hey 9 meet backgate?
0,hey any quiz or test or hnwk?
0,hey any quiz or test or hnwk?
0,mr lee is the exhibition tomorrow?
0,then when is physics test
0,okay thks
0,ya pretty sure it is this week though
0,i think i heard. not sure. stressssss
0,didnt*
0,wat time coming back
0,wat time coming back
0,kk
0,rly? went tis morning he nt there
0,lols u all lock me out siaz
0,nvr pay attn le
0,btw tonight eating in sch?
0,morning got training ah? i went hack u nt there oo
0,lols! why u stay siaz
0,got arp
0,hey when is physics test
0,hey when is physics test
0,u think?
0,good!
0,bout 6
0,okay. call u when i reach. thks
0,can down eat now
0,end at <decimal>
0,san dian ban
0,oh noe u are rite! lols
0,what u doing siol
0,hostel. tot supposed to gym
0,wat time end. eat out?
0,kk how long more
0,my biceps grew :d
0,yea
0,tell me when done
0,meet where
0,ok mr lee
0,saturday i free le. wan do any shitz
0,ok
0,not sure. it\
0,not at night la. morning!
0,can\
0,got cca and after tt nid go eat with family
0,i got cip so staying in sch
0,i got cip so staying in sch
0,eh jus meet at nite ba. i stay in hostel in morning
0,up to u
0,only pool rite
0,i dun mind swimming. but no trunks
0,at hostel wad...
0,heyyo when is math and physics test
0,haizzzzz
0,k
0,nice!! shiok
0,so how
0,kk
0,lame! won\
0,guailan ar. meet at tamp?
0,safra la
0,dunno. shld b bout same ba
0,waa when did we start playing winner pay
0,haven even started... gg
0,wat the.... week 9 need hand in rite
0,nvm la a lot time
0,eh meet at <decimal> instead
0,wat the. tt is quite easy wad. the tough one starts at slime king
0,same
0,where u now
0,i tot meet interchange
0,nabei so close ur hse still late
0,reached le
0,hey weining is there a 2nd slot for the cip 2moro?
0,yea <decimal>
0,at home eating lols!
0,i jus left. now on bus le. kk ttyl
0,ps wrong chat...
0,cityhall le
0,hahas! btw i jus realised its <decimal> -.- ps
0,super fury
0,lols she nvr come la
0,how\
0,good... orchard road asking for donations
0,can\
0,lols she aggro ar
0,nxt time la. so little ^^
0,nabei kia
0,u ponning hse meeting?
0,can pon ar?
0,ponning hse meeting?
0,by?
0,i dun think so
0,sat and sun. come! it\
0,rly? i not sure..... try come le. then teach how kayak
0,los i no art! end at <decimal> today. shiok
0,it means that we can gym later
0,2 pm we leave lo
0,easy? nid study wad
0,tts rite
0,as in chiong back hostel change la....
0,up to ya. meet back gate at 2
0,ya! bout <decimal> reach
0,"ps 4got. going with yuanwei, tts why outside gym"
0,i tot u already added??
0,oh shit... accidentally reject. lol!
0,but i still can see his pic. he look jus as big as now le
0,ya u keep kajiaoing him. he not as fierce as he look though. cool guy
0,buff guy can\
0,"every night?! literally hardcore siaz! ya u right, non 1 star onlydat <decimal> to 1pm. v short niaz"
0,lmao sleeping do la. kk cya 2moro. wan gym earlier at <decimal>
0,kk cya at 2 then
0,'no prob :
0,no prob! hahas when wanna meet lunch agn? i wan so shirt too lol!
0,black. thks! pay u when we meet
0,"rly? why so cheap. i buy 1 more myself then, white de. hahas sp shirt v nice"
0,yea thks! will find a date to meet ya soon eh
0,guailan
0,..!..
0,ok cya mr lee
0,sup
0,ps can help my fren buy 1 more white? thks a lot ar!
0,s also. thks a lot man
0,kk
0,"mr lim there will be an art exhibition, partly by he ning, tian ranand i. don\"
0,yea elearning can go. do we have to meet up with chiam?
0,hey later bring the bands down!
0,hey wat are the dimensions for the patchwork
0,i see that you are going hostage! punch hang!
0,up stage
0,haha u going cip?
0,have to. i sign up alr ..
0,nah mus have responsible. no la can\
0,where u going today
0,not sure sj running nt le. he yest went see doc den nvr come sch today
0,he kena infected lol!
0,handed in!
0,by air patient zero who infected many others. his name is timothy tay
0,by a patient zero who infected many others. his name is timothy tay
0,ps wrong chat. i signed up so i need to go rite
0,hahas sj still running
0,ok will be going
0,can\
0,by??
0,wad she say
0,waa xiong. lucky nvr pon
0,i got art at 1. aft running u can come sp wad
0,ok nvm then. btw u 2moro going kayaking?
0,kk cya
0,got ur chem ass back?
0,sunny raun. best combi
0,yep!
0,9 ppl only
0,lol tell me the results
0,nvr le. lewis also
0,wat the. then where u now?
0,my back still aching. the alphabet exercise dam good
0,ya the one u taught. nxt week still gymming?
0,nid wait to <decimal> ... now chilling at kfc lo
0,dunno the organisers dam fked up. waste time
0,hmm nxt week i not sure free not.
0,tell u soon k?
0,kallang area
0,i dunno how go. so we erring at <decimal> at lavender mrt
0,eman and the others he say. guess is yuhan and peeps
0,mrt stn
0,<decimal> lavender
0,okay!
0,okay!
0,rly? no need shoot birds? nice teach me kayak!
0,no prob
0,haha! not jollibean? i spent too long putting on contacts. might b late
0,'yea if u haven eaten i guess. i tink yuanwei coming :
0,will b a little late. eman there le
0,ok. go find sohjie b4 he finds u!
0,goodjob sergeant! i m proud of u
0,"i passed le, can suan u now! eh wad happened to u?"
0,i going free and easy but only today till 1pm. yea any cadet\
0,provided u provide the name of the person!
0,lols lame! no need la
0,not long ago. after 4 buses of 9 went...
0,apparently today got some cosplay shit on going
0,i tink is the japanese school de since the alight there. shiok now can go slp
0,i last week went gym 3 times then today kayaker till dean tired le lols
0,lame dog! i got new training programme le nxt time show u. can buff up
0,no la i jus follow since last week. 1 month later will buff le. sianzmy sch now a lot hmwk wan die
0,eh math honors got hmwk?
0,play as in wat?
0,sports or games
0,go take kayaking? or rock climbing course
0,u took recently agn? hmm den u nid to jog more to get rid of fats first lo
0,next time too late le. later ns u jialak. after ns also uni ur lasttime to take sports. then u still procrastinate u no need learn le
0,bout 7. u finished alr? wan gym today?
0,i always come this late wad... mayb jus do major grps lo
0,kayaking ended so fast?
0,wts zai! so watchu doing now
0,must it be squarish?
0,u draw on a3?
0,hey mr lim. i have done the patch work on a3 size paper. do u have a3scanner to help me scan? thks
0,ok no prob
0,wtf??
0,bald??lol
0,yep no prob come take
0,ok thks
0,dun hand in chem!
0,nooo bring down le
0,u climb in ar
0,nvm got junior on same bus
0,lols from who?
0,nah not now. now no time
0,weekday have not? weekend cant
0,e learning got wad
0,e learning got wad
0,2moro got wat test or quiz?
0,e learning any shitz?
0,forgot pass to u.... gg
0,2moro i guess.. heck english la
0,yay thks
0,where u eating
0,i wanted to ask u dabao... dam sick now wan chiong back sleep
0,.... i tahan so long in aircon room. now dam sleepy le
0,at lab. going soon
0,tired la.. eat hostel food
0,wan come down eat dinner
0,is there study time today?
0,??
0,jus cut today! friday wad day
0,i dun have such shit le... friday whole day sch siaz
0,may need to do project. tell u soon?
0,ok!
0,ok!
0,thks
0,okay
0,game and graph theory
0,yesterday i chose already lols
0,i tot operational is only useful in physics
0,but i tot game theory more fun since its more like probabilty
0,need how many hours in all
0,ok thks!
0,"mr lee, i am feeling unwell due to fever and flu, so i am not able togo for lesson. sry for any inconvenience caused"
0,hey did u take my math chapter 4 notes?
0,nvm 2moro den gimme lo
0,a-
0,chem haven get. physics today jus did test
0,cya
0,got fire drill
0,ok no prob
0,it\
0,when coming back
0,how come? i got pe lol
0,4
0,how come?
0,i see. later going?
0,coming cca?
0,i end at 4 le. where u now
0,no la cca lols
0,got win?
0,cca where got sianz?
0,go gym! dulan i tis week sick
0,outta how many groups
0,ya! must go ar
0,eh where are u ah
0,why pon cca?
0,i not sure wat time end. can fetch me?
0,ok. anyway i nid bring laptop back
0,where u
0,ok reached sch alr
0,how bout holidays?
0,i when free
0,u when free lols
0,i 2moro with family. mon nid go grandpa grave. tues got project...
0,waa emo go slit wrist ar
0,holiday then go la
0,now?
0,my sis bday go out eat. eh 2moro not gojng anymore le. wan gym?
0,hey u received tt email? tues cant go le. u wan thurs go?
0,tt one is early de. okay 2moro meet at simei 9
0,lame dog! excited not 2moro new workout
0,dun lame la. gym 1st
0,thurs got anything meh
0,emoooooo
0,ok set go on thurs lo
0,i go toilet
0,ok set!!!!
0,<#>
0,ya. at bus stop le
0,lol house la. but the bus v fast de
0,ya la ya la
0,hey u buying paddle for joel bday?
0,yea.. one paddle how mch
0,second hand good enough rite?
0,true... help source le. thksss
0,idk. bout <#> to <#>
0,emo. u all bought already ar? buy for joel den buy hk other things lo
0,oh over alr ar... den if not buy wad for joel?
0,how mch? u help find gals i find guys?
0,i tink vivien will buy her own stuff?
0,hey when math journal due
0,wth which day...
0,emo. u done?
0,lemme on weds
0,take pic lo
0,grind and grind. lols if not u lose and lose also waste time
0,waaa internet sio. train others lo also not v high level
0,weds i meeting frens le. ps..
0,kk tonight! sure excited
0,check ur email now!
0,gay dog
0,nvr lols. watched movie and slept and eat cake
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,"bff not my fault rite! ,兔 much"
0,he nvr reply
0,'hi.兔day我这个兔生兔长的兔包子 want 兔 send u this 兔年贺词. hope is not 兔early.兔gether with my family
0,rly?!?
0,du lan le. u got psycho?
0,wth. yuxiang got talk to him? zzz joel dam cui le
0,lols gambling now
0,gg liao. zack enter
0,he dun intend to break in the first place ...
0,when gmp launching??
0,hey 2moro meet where
0,kk joel say can go his hse
0,he got party at hm cmi
0,who\
0,okay gamble!!
0,he dun intend to break in the first place ...
0,lols cocked up msg ps
0,hey so sorry can\
0,lols he is still beside me.
0,yea :( glen is playing now and winning lmao
0,lols they jus left. now dad fren come :/
0,lols i tink i fell sick from today\
0,so going at nite?
0,you going hostel today?
0,yea ok nvm den
0,how can?!?
0,nop. no nid wad. but doing math self practice now
0,i mean got quiz meh??
0,kk u keep 1st
0,eh help me on odac design tonight
0,still hm ...
0,dulan nid to go sch myself
0,hey do u have xtra scv to sell??
0,urgent!!
0,lols kk nvm
0,yea i noe :(
0,lols nop.jus freaking tired
0,lols tts insane. dun try we will fall.
0,lol the ham is too far away
0,sorry i was sleeping
0,still feeling nauseous. my dad is fetching me to the clinic now. thks
0,still feel like puking
0,lols thks cya tomorrow
0,much better now thks
0,ps now arting
0,lols sianz rushing project
0,okayy
0,who u
0,naice. cya then
0,"mr lee, i m very sleepy today. can i go for art slightly later at <#> ?"
0,okay
0,u decide
0,tmr nite we got stuff
0,i will b out le. ps
0,ps. need help msg me
0,go fly kite at west coast
0,hey can call me?
0,come now
0,lols thks blonde. same to ya
0,lols morning same to you ~
0,better buy me things
0,i bought sunflower!
0,yea?
0,bring it
0,tonight give u urs
0,wat time class outing end 2moro
0,yea
0,hey u wanna jog frm 2 to 4 today?
0,oh take care then
0,med chem
0,lols take pic
0,"fwd: yoyo! testing contact tracing. forward this message to yourunderlings or back to me if you are last guys. bring 2 sets ofclothes, toiletries, slippers, towel, utensils, water bottle.torchlight optional and twenty bucks just in case."
0,mr lee can i start at <decimal> instead?
0,is joel in the room
0,oh k
0,at wat
0,eh i too tired le. cmi today
0,hey 2moro can hitch hike?
0,yea have. eh math test on wad oo u wan wat snacks
0,ways optimization and chicken snack??
0,wads optimization and chicken snack??
0,oh tt. eh nid study wad ar or nxt wk
0,ps 2day nvr go back
0,'fwd: hey pass down the msg
0,'fwd: pass down the msg!!odac starts at <decimal> if there is noassembly!!!:
0,not yet. joel buying bag and stuffs
0,nop go there change
0,lols no time cereal?
0,"the pink zinc bag, baygon, wallet, jacket?"
0,i nt sure. just not the zundian kind
0,lols no nid la
0,nice u sure he will use it?
0,like a daughter!
0,k bye i go slp
0,eating now?
0,eating now?
0,eating now?
0,i go down now find u
0,sianz i wanna play too
0,no meh. still got another batch
0,doing wat now
0,very entertaining
0,mum sorry nvr bring phone. we cut at <decimal>
0,hey anything call eman
0,ok
0,lame
0,fwd: pass it on! rmb to bring water bottles! really really important.no sharing. and money cuz it makes the world right round.
0,lewis
0,eh wan fight izzit? one on one
0,lols i call my pinky buddy!
0,lols mine wing chin master le! the one tt can da shi ge
0,who u btw? is ur fren the thai called smthing boy?
0,wat the! rihanna sux. eh search who for muay thai
0,now on
0,done le. but try soon. u not on?
0,lols sohjie yuanhan using my comp. i finally know why tt guy called boyka le
0,yea i rarely use comp la. he got kicked till lame liao become baika
0,yea. u got watch damien walter? and livewire their handstand andflips too sick le
0,ya lo! go see his vid one day with handstand he pee with handstandsiaz. last time he break dance one
0,no la just wanna learn cool stuff frm here and there. breakdance andparkour all too hiong for my body. u le interested?
0,where got buff? my core weak lols. nxt time holiday u free. go train jio me
0,lols where gym? i go once a week at hostel de. yea tis year laugh somuch a little and come out
0,lols i tink i cmi la. nxt time wan after cca we go do upper body conditioning.
0,challenge accepted. eh tell secret!!
0,gay fag! unrealistic siaz. mayb <#> in pyramid la
0,deal. kk go slp le. ttyl
0,"yea thanks mr lee. i thinkin is rather relevant by far, with theworks i had done. i will consider it. thanks a lot"
0,definitely not me
0,lols ps. erm u got jailbreak?
0,waa. erm i help u find
0,yea. i can\
0,2day not staying?
0,okayy
0,hey happy birthday final boss! ps yest slept le
0,hey we rearing lizard nxt to ur fish tank
0,lols where u?
0,counter ex: chester
0,cdr and vdr which used in series and parallel
0,i m waiting
0,i m waiting
0,i m waiting
0,i m waiting
0,not here!
0,wat the! weds when gym
0,got cb lim chong shen class lunch. mayb <decimal> ?
0,ur 3a like wrong le
0,he gave ans?
0,waa okayy
0,lols i can\
0,prove it
0,truman here. do u have my assignment?
0,k thks
0,who u?
0,oh i in class now
0,lols yh sj not in?
0,i ended now can pass u.
0,having lessons now?
0,okay
0,eh ps i jus realised got art frm 2 to 4 le. u all go ahead la
0,yea no prob big guyz
0,lols yh sj they all join tagball le. plus most senior take handball.think i taking tagball. wan join?
0,hey u free at 4?
0,waa so late still got lesson?
0,lols jy
0,nop i dun paint lols
0,not sure le. mayb u can ask mr lee wee yan
0,yea ask the rest too
0,because i understand!
0,yea the sch not his anymore
0,mr lee i got some thing on. can i one at <decimal>
0,hey billy be brave for ur surgery
0,truman. how was it
0,lols so random?
0,i busy le. march holidays la
0,lols ps. holidays ask dylan sx play bball
0,k set cya then
0,hey u wan watch unknown at 9plus?
0,ya
0,oei can reply or not
0,ya where u
0,ya u come home when?
0,gay one? ok
0,yeh.
0,hey this week got wat hmwk
0,hey this week got wat hmwk
0,oh yay. life rox
0,where u now
0,harlo! when ryan real bday? tot its over?
0,shitz den y u all celebrating monday??
0,lols i buy him present le. now noe my present belated. enough siaz
0,emo*
0,some one piece manga necklace with chiobu on it
0,yea! eh pinky brother wad u wan for bday?
0,oh ya i 4got u bday in may not march! pinky brother noes best
0,i see u ^^
0,yea lols where u going
0,lols left 2 fish!
0,start at 3?
0,start at 3?
0,go earlier do wat oo? i tired slew
0,i going on time! lols nid to sleep 1st la
0,lols slack play frisbee. wat the u pangseh
0,lols no prob! awesome rite now got imaginary chiobu le
0,too bad no slam dunk poster dude
0,hahas anw hope ya like it. i go slp le
0,thks
0,eating at <decimal> ?
0,sms me when done
0,brt
0,watchu doing now
0,pinky brother i wonder whose bday izzit? happy bday now can gocheerleader and find gals!
0,"hi mr sim, joel here. stuart has the key. hasn\"
0,wfnu9p4q
0,hey so when bball
0,weds lo
0,kk tell me
0,yea
0,someone ate my too... imma wearing nobel. u wan fibo?
0,oh shit! i also playing! zzz i 2moro go borrow le
0,lols <#> yr old i go slp le
0,come to fara!
0,yea can hear siaz
0,ya going later i ask ppl
0,hey so who laning
0,timo cmi now in physics o class
0,pinky bro wan go douby ghaut lan?
0,shaohao sohjie edwin me and 3 other ppl
0,harlo
0,lols yea ryan you jonathan deer david hwang
0,now at harbour front. come douby ghaut meet us 7 ppl not balanced team
0,yea. i learning how play
0,wear jacket can one
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,yea comecomecome
0,why?!
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,'heyhey can u make urself free on thursday and friday? odac outing atsentosa on either day. truman here reply thks :
0,oh okay
0,i not sure le lewis just asking date :/ ps. when u free
0,oh so friday okay?
0,oh nice i tink lewis will confirm the date and time
0,lewis ask me ask everyone lols. erm friday u can? most ppl friday free
0,lols kk pinky bro
0,yea lols cya
0,tell ya 2nite ps now busy
0,we can chip in!
0,nice thks tell u confirmed date tonight
0,tues can?
0,so where?
0,lols u bring ball. okay den meet at <decimal> lo
0,yea lols
0,hey monday wanna meet up?
0,hey monday wanna meet up?
0,hey so friday wad time? the rest wanna know
0,serious where?
0,truman. i also asked shiyu and yikchoong
0,did ms lee say meet there?
